entity,hub,out_strength
Pitbull,7.90294e-05,8
CunninLynguists,7.89405e-05,11
Enigma,7.89031e-05,11
Ben Double M,7.8722e-05,6
New Power,7.86697e-05,24
OS2 // WARP,7.84816e-05,1
Flamingosis,7.81682e-05,33
Celina Müllner,7.79102e-05,1
Frey Opossum,7.72061e-05,5
WEKEED,7.71454e-05,2
Chance the Rapper,7.71133e-05,4
ROUDS,7.70666e-05,8
Zomby,7.70072e-05,10
KAYTRANADA,7.67236e-05,4
defyer,7.66228e-05,5
Wyclef Jean,7.64392e-05,19
Boys Noize,7.63076e-05,24
Joshua Garrison,7.62842e-05,2
Mikill Pane,7.62135e-05,1
Omnirock,7.62135e-05,1
Cut Chemist,7.61425e-05,8
Kicks n Licks,7.56452e-05,15
Sonic4ever,7.55136e-05,10
nealturbo,7.53446e-05,2
Will & Tim,7.50094e-05,5
3rd Bass,7.48804e-05,34
.｡*ﾟ+.*.𝓒𝓾𝓻𝓻𝓮𝓷｡+..｡*ﾟ+,7.48049e-05,8
Avicii,7.47214e-05,11
The Future Sound of London,7.46737e-05,38
Wiley,7.45666e-05,4
DatManOvaDer,7.43974e-05,2
1981 Tokyo,7.4355e-05,2
Annoying Ringtone,7.40168e-05,2
Leonce,7.40137e-05,1
DJ Juwan,7.40137e-05,1
PENGUCCI,7.40027e-05,1
szjdfgs,7.36032e-05,2
Nitroglitch,7.35439e-05,2
Arcade Jump,7.35439e-05,2
Ludibrolo,7.3469e-05,2
Benjamin Bear,7.33242e-05,7
luvnyte,7.2958e-05,2
Hexacube,7.22727e-05,4
IShowSpeed,7.22608e-05,4
Boss,7.19323e-05,26
m‐flo,7.17456e-05,8
Revolte,7.14826e-05,2
TJ Lien,7.13681e-05,1
Baasik,7.13681e-05,1
Waiting For Network,7.11466e-05,4
+666†V∆ND∆L∂∂∂*+.\\>\\>\\>†\\//\\\\/\\\\'>/\\\\_⤴⤴⤴™√Æı∆Æ|†◊æ~∂æ¬,7.09942e-05,4
BBYKOCAINE,7.0931e-05,1
DJ Kuroneko,7.0835e-05,14
Soundhog,7.07414e-05,4
Victor Menegaux,6.99998e-05,2
Martinn,6.98411e-05,2
Himera,6.98407e-05,2
Garry Gee,6.98159e-05,4
Arno Cost,6.96994e-05,2
Mauricio Cury,6.96851e-05,2
Sir Ridley,6.96841e-05,2
Pionieris,6.96666e-05,36
4nzu,6.95593e-05,2
Irish Steph,6.94795e-05,2
Saradis,6.93961e-05,2
Queen,6.93961e-05,2
Uncle Fill,6.93961e-05,2
Chilly Gonzales,6.93932e-05,1
arno1,6.93932e-05,1
Bright Primate,6.93932e-05,1
The Twelves,6.93932e-05,1
Ejeca,6.93932e-05,1
Nukumachi,6.93932e-05,1
ナイトNaito,6.93932e-05,1
Johnatron,6.93932e-05,1
Ki:Theory,6.93932e-05,1
Ice Paper,6.93932e-05,1
Delphic,6.93932e-05,1
Joe Hawley,6.93897e-05,6
Dimestore Cowboys,6.93107e-05,4
Against All Logic,6.92273e-05,12
Ca$h Bandicoot,6.92102e-05,3
Halo33,6.91944e-05,3
John Oswald,6.91665e-05,2
Mr. Sam,6.91383e-05,8
Taylor Bennett,6.89562e-05,2
toonlink,6.88854e-05,10
Butch Ross,6.87284e-05,2
MilanMakesBeats,6.87076e-05,1
DJ Paralex,6.87076e-05,1
Jimmy Carr,6.87076e-05,1
André 3000,6.87076e-05,1
Cranio Randagio,6.87076e-05,1
Mahbod Moghadam,6.87076e-05,1
Kane West,6.87076e-05,1
Godsmack,6.87076e-05,1
Lido,6.87076e-05,1
Ransom,6.87076e-05,1
D.Rec.or.d,6.87076e-05,1
YSIWTOO,6.8664e-05,8
Lecrae,6.85518e-05,9
samebeam,6.80298e-05,10
尾形雅史,6.76743e-05,6
POST ELVIS,6.74562e-05,13
ac1d vicious,6.68826e-05,1
MarkieV101,6.67426e-05,2
Darth & Vader,6.67408e-05,10
TheMelloYellow,6.67134e-05,2
DJ Greg J,6.66811e-05,4
The Chemical Brothers,6.66065e-05,50
Luccas Neto,6.65991e-05,2
Amongst Thieves,6.65963e-05,1
PSY,6.65206e-05,3
The Pharcyde,6.63458e-05,28
FerroLad,6.6286e-05,3
Compromised,6.624e-05,10
M.I.A.,6.60438e-05,12
Draslyer,6.5956e-05,3
Bee Kirby,6.59527e-05,2
Flair Guy,6.59477e-05,2
SennaRin,6.59449e-05,1
Otakuberg,6.59449e-05,1
RAYE,6.57872e-05,7
MACROSS 82–99,6.56901e-05,22
Blu Cantrell,6.54057e-05,2
Hatcha,6.53687e-05,20
JoinedTheHerd,6.52904e-05,8
Kurtis Rush,6.51639e-05,6
BT,6.49984e-05,36
MisdaFurious,6.48832e-05,8
Samy Deluxe,6.43871e-05,7
Sebwax,6.42319e-05,2
Princess Nyah,6.40769e-05,3
Dan Deacon,6.39303e-05,1
333 Boyz,6.39303e-05,1
Murphy TheLaw,6.39303e-05,1
Ironing,6.39303e-05,1
Jurassic Harp,6.39303e-05,1
Los Devil Dudes,6.39303e-05,1
Elliot Next,6.39303e-05,1
Party Trash,6.39303e-05,1
4gotten Morb,6.39303e-05,1
James Swill,6.39303e-05,1
Bogoss,6.38503e-05,2
Camila Cabello,6.37626e-05,1
BLÆRG,6.37626e-05,1
Gabriel o Pensador,6.36552e-05,16
Cherri V,6.33802e-05,3
DJ Nonstick Cookware,6.32192e-05,48
Enjoy Tribe Monster,6.27012e-05,2
Kevin Sweeney,6.2564e-05,2
Kid Koala,6.24692e-05,6
GET IN THE RING,6.22552e-05,21
Kyle Edwards,6.20259e-05,1
Acen,6.20193e-05,13
Xtha,6.18774e-05,18
Jacques Greene,6.14602e-05,4
Syndicate,6.13346e-05,13
Akira Yamaoka,6.12986e-05,13
Major Lazer,6.12563e-05,19
AZODi,6.12038e-05,1
Speed Gang,6.11735e-05,2
モーニング娘。,6.10337e-05,3
DJ J-Brew,6.07584e-05,2
CG5,6.06215e-05,3
Run,6.03075e-05,8
DJ Mariano,6.02886e-05,3
Tiësto,6.01326e-05,7
Reflection Eternal,6.0059e-05,21
Cirez D,6.00404e-05,2
Cai Farrington,5.96644e-05,11
Example,5.94587e-05,2
Turbo,5.92579e-05,14
Limp Bizkit,5.92155e-05,12
Great Statue,5.90678e-05,1
Vision Masters,5.90678e-05,1
BEAUZ,5.90678e-05,1
Zondax,5.90678e-05,1
Greg Wilson,5.89032e-05,12
Nemozob,5.88551e-05,2
DJ Tronky,5.88371e-05,3
SHOKK青,5.87784e-05,4
GuyThatDoesMusic,5.87341e-05,5
GC MASHIE,5.8659e-05,2
Shaggy,5.8595e-05,17
PhatBastard,5.85735e-05,8
Milk Steak,5.8543e-05,3
Blackalicious,5.84708e-05,25
LaBrassBanda,5.83564e-05,2
Hidden Persuaders,5.82984e-05,20
Руки вверх!,5.8257e-05,6
The Illuminoids,5.80824e-05,2
Fatboy Slim,5.8073e-05,50
Lyrical Lemonade,5.80239e-05,3
Lo Fidelity Allstars,5.79872e-05,32
Morfeo,5.79162e-05,7
CRU5H3R,5.78555e-05,2
JCMLOTR,5.78555e-05,2
UGK,5.7827e-05,5
Nib Roc,5.78217e-05,7
SiIvaGunner,5.77323e-05,20
The Speed Freak,5.73983e-05,21
Malice,5.71673e-05,7
shadowh511,5.7004e-05,2
Spott,5.69445e-05,3
Katy Perry,5.68608e-05,6
Tech N9ne,5.67555e-05,14
Kool Moe Dee,5.67176e-05,4
Rob Tex,5.67129e-05,6
Random House Project,5.66621e-05,2
Ahmaykmewsik,5.6613e-05,3
piratecovejoe,5.65793e-05,2
RaveDJ,5.65396e-05,1
GARticuno,5.65396e-05,1
Quazar,5.65396e-05,1
Leo Moracchioli,5.65396e-05,1
lunarmoron,5.594e-05,2
ACRAZE,5.55814e-05,3
Bon Iver,5.55735e-05,3
Leon Vynehall,5.55689e-05,1
NightcoreReality,5.55689e-05,1
Lewis Roper,5.55142e-05,1
Morgan Seatree,5.55142e-05,1
Florence Welch,5.55142e-05,1
Feed Me,5.48941e-05,10
Iron Curtain,5.43812e-05,5
RIAA,5.43378e-05,2
rarirama,5.41524e-05,4
Ca$his,5.41259e-05,2
Bitfiend,5.40554e-05,1
Love and Light,5.40554e-05,1
Young Pappy,5.40554e-05,1
Undercover Anarchist,5.40554e-05,1
Vanguard,5.40554e-05,1
Ranvision,5.40554e-05,1
The Captain,5.40554e-05,1
KCPK,5.40554e-05,1
Smile,5.40554e-05,1
Barney Rubble,5.38777e-05,6
Common,5.35278e-05,90
Marc Johnce,5.3525e-05,6
Michmash,5.342e-05,4
Asterisk,5.33908e-05,11
DRRTYWULVZ,5.29821e-05,8
Yold,5.29606e-05,8
City High,5.28707e-05,3
Kill_mR_DJ,5.28363e-05,5
Excision,5.27595e-05,7
Zefiroxable,5.27489e-05,2
ButeraMoonlight,5.27462e-05,1
John McWhorter,5.24605e-05,11
Meat Beat Manifesto,5.2429e-05,17
Star Industry,5.22438e-05,1
Steev Hise,5.21738e-05,14
Juvenile,5.20135e-05,3
Ill Poetic,5.18657e-05,11
Lil Wayne,5.18567e-05,8
Ludachrist,5.17981e-05,4
Caveat,5.17647e-05,3
chrispop,5.16347e-05,2
Kill the Noise,5.15859e-05,2
Phil Mac,5.15837e-05,3
Cypress Hill,5.12862e-05,31
Wisp,5.12161e-05,18
No Mana,5.11191e-05,9
Le Knight Club,5.09369e-05,13
Lee Spoons,5.08206e-05,6
christheidiot,5.07226e-05,3
Diddy,5.05856e-05,8
Yasiin Bey,5.03575e-05,42
J. Bloom,5.03157e-05,53
The Toxic Avenger,5.02578e-05,9
Jarreau Vandal,5.00708e-05,4
Cardi B,4.99079e-05,8
Shovelware,4.98172e-05,59
cell m8,4.98145e-05,9
Obie Trice,4.97779e-05,3
-... .. --. ..-. .- --.,4.97361e-05,69
DJ Reset,4.97062e-05,2
The Marginal Prophets,4.95516e-05,8
Pete Rock,4.93516e-05,27
Cam’ron,4.92926e-05,26
FLY,4.91294e-05,8
Fly By Nightcore,4.90959e-05,3
iascas,4.8982e-05,2
Jay Robinson,4.8979e-05,2
Alexis Jordan,4.89769e-05,1
Kiss Kriss,4.89769e-05,1
Black Hippy,4.89769e-05,1
Ugly Duckling,4.89608e-05,4
Timmy the Tapeworm,4.88865e-05,3
Oolacile,4.88648e-05,2
Hugo,4.88123e-05,2
Grandtheft,4.87951e-05,2
Asher Roth,4.87599e-05,2
Mister Softy,4.87485e-05,4
jj,4.87225e-05,2
Tyler Woods,4.87225e-05,2
Big Sean,4.87225e-05,2
Anthony Hamilton,4.87205e-05,1
Raco Rabanne,4.87205e-05,1
Xatar,4.87205e-05,1
DJ Topcat,4.87205e-05,1
Cassidy,4.87205e-05,1
Natural Born Chillers,4.87129e-05,6
Furries in a Blender,4.8665e-05,12
Underworld,4.86216e-05,7
clipping.,4.84453e-05,19
Toofardark,4.82225e-05,3
DJ Gauffie,4.81789e-05,2
Ty-Pesh,4.81606e-05,3
Sir Warts on my Cock III,4.80561e-05,8
Raoul Juke,4.77883e-05,4
Metal Fingers,4.7642e-05,158
Carolin Kebekus,4.74132e-05,4
Beck,4.71636e-05,18
702,4.70312e-05,8
DJ Erndogg,4.67995e-05,13
Biotronix,4.64887e-05,3
lunaht_,4.64619e-05,4
Haroon Piracha,4.64166e-05,1
Quirby64,4.62926e-05,3
Vetrom,4.6266e-05,9
afro,4.62535e-05,4
jsn,4.62368e-05,10
XXXTENTACION,4.62347e-05,12
Skillz,4.61456e-05,10
Tisoki,4.6097e-05,4
Noisia,4.60872e-05,6
Kyrality,4.6071e-05,2
cuhlet,4.60659e-05,1
Wolfgang Gartner,4.60659e-05,1
Shad Hottaboy,4.6e-05,2
Justify Mashups,4.6e-05,2
BringMeTheMashup,4.6e-05,2
Faith No More,4.59492e-05,3
Trifonic,4.58322e-05,8
MGMT,4.58022e-05,7
megabuzz,4.57771e-05,4
LeeDM101,4.57042e-05,6
Tricil,4.5583e-05,12
Sigi di Collini,4.55097e-05,4
Skrillex,4.55061e-05,15
VEGO,4.53025e-05,5
DJ Clive$ter,4.51132e-05,6
N-Zo,4.50968e-05,2
Ca7riel,4.5036e-05,4
QBass,4.49749e-05,3
t.A.T.u.,4.49731e-05,2
DJ Geoffro,4.49636e-05,2
hisboyelroy,4.49597e-05,9
Carlos Bess,4.49142e-05,17
The Death Set,4.48746e-05,2
Funk Assault,4.48728e-05,1
Jo,4.48728e-05,1
Buzz Fuzz,4.48728e-05,1
D.ST,4.48728e-05,1
CreateLadyJ,4.47317e-05,19
Dimitri Vegas & Like Mike,4.45533e-05,2
DJ Smokey,4.4501e-05,49
MC Zappa,4.44751e-05,24
Bill McClintock,4.44428e-05,8
Depeche Mode,4.44296e-05,21
Vanrip,4.37901e-05,1
Rabbit,4.35107e-05,1
Twilight Sparkle,4.35049e-05,4
The Game,4.3298e-05,30
DJ Jazzy Jeff & the Fresh Prince,4.31891e-05,32
Alnaht,4.31723e-05,2
Sewerslvt,4.31624e-05,3
Rollz,4.31317e-05,2
Aitch,4.31189e-05,1
FoxWithGuns,4.31189e-05,1
Duffinimo,4.31189e-05,1
OSCOB,4.31189e-05,1
FreQ Nasty,4.31189e-05,1
Jimmi Jammes,4.30466e-05,2
Merzbow,4.29798e-05,40
Miss Frenchie,4.29648e-05,2
Ancora,4.29025e-05,13
Wasted Mind,4.28841e-05,2
Always wanted War,4.28798e-05,8
DSP Wanker,4.25722e-05,1
Gang Speed,4.25722e-05,1
BlackJewishGays,4.25722e-05,1
Airheadz,4.25722e-05,1
cazsu,4.25722e-05,1
Jay Green’s stuff,4.25722e-05,1
Blissed Out,4.25722e-05,1
Mary J. Blige,4.23348e-05,20
Grandmaster Flash,4.23001e-05,8
Jonsp2000,4.21206e-05,5
Wesley Safadão,4.19583e-05,2
MC Guimê,4.19565e-05,1
Falamansa,4.19565e-05,1
Michel Teló,4.19565e-05,1
Pop Will Eat Itself,4.16709e-05,14
Lord Finesse,4.16133e-05,22
Tunnan och Moroten,4.15811e-05,3
Buddy Peace,4.15766e-05,19
Jonathan Coulton,4.15584e-05,3
TedEdFred,4.07816e-05,2
Emdyion,4.07409e-05,11
Dem Franchize Boyz,4.06799e-05,6
Mariah Carey,4.06788e-05,31
The Tamperer featuring Maya,4.06486e-05,3
Caustic Window,4.0556e-05,2
2nd II None,4.04246e-05,20
She!K,4.03942e-05,1
イマクニ?,4.03942e-05,1
자우림,4.03942e-05,1
スズキサン,4.03942e-05,1
鈴木慶一,4.03942e-05,1
The Jam,4.03942e-05,1
Various Production,4.0257e-05,9
Lil Jon & The East Side Boyz,4.01448e-05,16
Reizoko Cj,4.00985e-05,10
DiscoSid,3.97803e-05,2
Spice 1,3.96823e-05,6
Damn Skippy,3.9614e-05,2
Zara Larsson,3.93332e-05,1
Atmosphere,3.92684e-05,20
Bingoboys,3.91799e-05,14
Cheekyboy,3.89314e-05,7
SharaX,3.88703e-05,8
Bob Marley,3.88623e-05,4
Bran Van 3000,3.88226e-05,19
Crowded Babes,3.87674e-05,2
aimaiishitsu,3.86406e-05,4
Jurassic 5,3.86251e-05,33
Andrew Luce,3.85351e-05,2
Tw3Lv3,3.84944e-05,12
Jane Remover,3.84713e-05,12
Partyraiser,3.84433e-05,8
Kid Rock,3.83964e-05,5
Too Phat,3.83124e-05,16
Moody Good,3.81461e-05,14
Norkkom,3.81409e-05,6
Patrice Bäumel,3.80031e-05,15
House of Pain,3.79791e-05,27
skeler.,3.7978e-05,21
Garfunkel and Oates,3.79575e-05,1
Saul Williams,3.79131e-05,2
John Legend,3.78229e-05,6
Jaden,3.7679e-05,3
Saba,3.76618e-05,3
Brock Landars,3.74937e-05,2
M-Neko,3.73767e-05,3
Lil’ Mo,3.73713e-05,2
GØD,3.71529e-05,2
Rusko,3.70531e-05,16
床井健一,3.69736e-05,2
Jan Hinke,3.69155e-05,6
Scraton,3.67648e-05,1
The Brandals,3.67648e-05,1
Moe Shop,3.67079e-05,24
Hithouse,3.6582e-05,33
Dog Blood,3.65495e-05,3
Lootpack,3.65428e-05,22
The xx,3.64729e-05,5
TAYLOR,3.64412e-05,2
lor2mg,3.64397e-05,1
EGGS BENTLEY,3.63202e-05,3
Paul van Dyk,3.61237e-05,40
Digable Planets,3.60158e-05,53
No Remorze,3.60035e-05,3
Chuck D,3.59415e-05,4
Orbital,3.58391e-05,28
"Earth, Wind & Fire",3.56696e-05,2
I.Feel.It,3.53487e-05,2
長沼英樹,3.52698e-05,46
A‐Trak,3.52151e-05,22
Cassius,3.52083e-05,16
paniq,3.52067e-05,5
Da Brat,3.51723e-05,4
Thom Yorke,3.50697e-05,11
Paolo Monti,3.49373e-05,2
Richard Wood,3.47884e-05,2
Naughty by Nature,3.47438e-05,11
Venetian Snares,3.43645e-05,11
Massive Attack,3.41613e-05,18
All Saints,3.40526e-05,4
Fifth Harmony,3.39571e-05,10
Aggro1,3.38295e-05,3
Ninjasonik,3.36854e-05,10
General Mumble,3.35559e-05,5
dj ray william johnson,3.34534e-05,15
Logic,3.34448e-05,13
Sir Mix‐A‐Lot,3.30887e-05,8
Counterstrike,3.30822e-05,6
Waldo,3.26403e-05,2
JayB,3.26287e-05,3
micro-hacker,3.26137e-05,3
6Blocc,3.24082e-05,9
G‐Unit,3.24058e-05,10
The Orb,3.23321e-05,16
小林秀聡,3.21793e-05,1
AsaphDaKing,3.21793e-05,1
JONATHAN JOESTAR,3.20258e-05,2
Khaled Freak,3.1938e-05,6
Freestyle Fellowship,3.18435e-05,23
DJ Infiniti,3.18391e-05,2
Incubus,3.17946e-05,5
Nosferatu,3.17082e-05,4
Garbage,3.16102e-05,6
TAKU INOUE,3.15834e-05,37
Everlast,3.15542e-05,11
IRON ATTACK!,3.1505e-05,3
King Cannibal,3.14778e-05,208
DJ Physical,3.13506e-05,1
Soundmurderer & SK-1,3.13506e-05,1
butckhe,3.12991e-05,11
Jo Thrillz,3.11492e-05,2
RHMan,3.11314e-05,4
Black Kray,3.1051e-05,31
DJ M.I.F.,3.09968e-05,2
Gang Starr,3.08592e-05,48
EpicToast,3.0754e-05,2
Blondie,3.07415e-05,6
The Knuts,3.07094e-05,5
Aphrodelics,3.06576e-05,4
KSI,3.05868e-05,1
Jackie House,3.05868e-05,1
KILL SAFARI,3.057e-05,2
BROCKHAMPTON,3.0562e-05,6
Shaquille O’Neal,3.05587e-05,14
Grill Z,3.05419e-05,2
Nelly Furtado,3.04901e-05,11
Hardwell,3.04744e-05,6
RL Grime,3.04664e-05,3
Teams,3.04456e-05,3
DJ Daniel Wolf,3.04368e-05,2
Hi-Fi,3.04355e-05,1
Lonemoon,3.04355e-05,1
Backend,3.04355e-05,1
MadMan,3.04355e-05,1
Deadly Guns,3.04133e-05,3
Smokin Suckaz Wit Logic,3.03977e-05,24
Willie Hutch,3.03847e-05,3
Teki Latex,3.03546e-05,18
Stereoact,3.02883e-05,8
アトラスサウンドチーム,3.02854e-05,13
Jon Hitchen,3.02523e-05,7
The Beatnuts,3.02516e-05,26
DJ Jayhood,3.02344e-05,2
Lag,3.02284e-05,1
Disembowelment,3.02234e-05,3
Element,3.02222e-05,2
Bryce Vine,3.00974e-05,1
Jamie xx,3.00202e-05,25
Lil Nas X,2.99873e-05,4
Chester W.,2.99215e-05,3
Doechii,2.99131e-05,2
44Nifty,2.98143e-05,15
BootyConsumer,2.98029e-05,1
DJ Craze,2.97934e-05,19
Conceptsproject000,2.96657e-05,4
City Girls,2.96456e-05,3
Dwells,2.95957e-05,4
nyxies,2.94924e-05,5
Gabrielle,2.94918e-05,6
Amerigo Gazaway,2.94605e-05,3
Dave Pearce,2.94534e-05,26
Lil Mediafire,2.93192e-05,7
T‐Pain,2.93087e-05,2
TrakkSounds,2.9287e-05,2
Dukeyman,2.91782e-05,1
DJ Butcher,2.91782e-05,1
Panjabi MC,2.91782e-05,1
inafade,2.91358e-05,230
MC Hammer,2.8992e-05,5
DJ Sunderland,2.89717e-05,2
Hijack,2.89314e-05,4
Fettdog,2.89289e-05,2
Sidney C Nadon,2.89277e-05,1
Chainsaw,2.89277e-05,1
Die In Progress,2.89277e-05,1
Charlie Clouser,2.89277e-05,1
F.E.V.E.R.,2.89277e-05,1
Scr33Ch1ng C07d5,2.89277e-05,1
♥ GOJII ♥,2.89277e-05,1
Benelli,2.89277e-05,1
MoozE,2.89277e-05,1
Jesus Loves Junkies,2.89277e-05,1
Porter Ricks,2.89277e-05,1
Twista,2.89124e-05,4
Machine Girl,2.88718e-05,9
Cats Millionaire,2.87992e-05,2
Kkaydes,2.87857e-05,1
Lonely Tunes,2.87857e-05,1
KillaGraham,2.87857e-05,1
Vic Mensa,2.87857e-05,1
Bus Stop,2.87795e-05,4
Run‐D.M.C.,2.87768e-05,16
Mounika.,2.87045e-05,19
Holo Bass,2.85866e-05,7
Manfred Mann’s Earth Band,2.85599e-05,6
Kate Bush,2.8538e-05,2
Housse de Racket,2.84398e-05,9
Mack 10,2.84186e-05,5
Lil Peep,2.83498e-05,6
Gak,2.79706e-05,1
Nate Dogg,2.7943e-05,10
Warren G,2.78896e-05,7
Coolio,2.77682e-05,25
Linkin Park,2.76992e-05,10
Nathan Cadelina,2.76988e-05,3
Sabrina Setlur,2.76763e-05,4
Afrika Bambaataa & Soulsonic Force,2.7627e-05,3
Skepta,2.75822e-05,20
A. G. Cook,2.75009e-05,1
DJ SHARPNEL,2.7374e-05,13
Saint Tropez Caps,2.73455e-05,2
Beats International,2.71984e-05,4
MC Wigger & DJ Wanna-B,2.70035e-05,2
DJ Mei-Lwun,2.6992e-05,2
djzuus,2.69023e-05,29
Ken Spencer,2.68984e-05,1
Haze,2.6825e-05,2
Frauenarzt,2.6825e-05,2
Sido,2.68239e-05,1
Ali As,2.68239e-05,1
3Plusss,2.68239e-05,1
장혁,2.68239e-05,1
LaFee,2.68239e-05,1
Zugezogen Maskulin,2.68239e-05,1
Nazar,2.68239e-05,1
Sun Diego,2.68239e-05,1
Omik K,2.68239e-05,1
Money-G,2.68239e-05,1
Ćelo & Abdï,2.68239e-05,1
Jugglerz,2.68239e-05,1
Grizzly Bear,2.6599e-05,3
The Pump Panel,2.65548e-05,4
C418,2.63052e-05,5
Jamelia,2.6101e-05,4
Manix,2.60956e-05,23
Rennie Pilgrem,2.6068e-05,26
Fugees,2.60665e-05,25
Shut Up and Dance,2.59905e-05,5
2 Mello,2.5988e-05,6
GRV Music,2.5879e-05,66
DJ Dub Rush,2.58579e-05,3
Master Barf,2.57971e-05,2
glance,2.57137e-05,27
Webbie,2.5693e-05,2
Toby Fox,2.56833e-05,12
Automatic Jack,2.56356e-05,2
Kool A.D.,2.56124e-05,17
Mahado,2.55891e-05,3
Kero Kero Bonito,2.54829e-05,3
DJ Zinc,2.54412e-05,12
Disfunctional DJ,2.53404e-05,3
Viclis,2.53268e-05,2
Die Ärzte,2.52963e-05,6
Ben Briggs,2.52832e-05,3
DJ-PIE,2.5183e-05,1
Little-Sound Orchestra,2.5183e-05,1
girldick,2.51515e-05,6
Azealia Banks,2.50285e-05,26
ProleteR,2.49203e-05,8
Kazik Staszewski,2.47712e-05,3
Big Shug,2.47517e-05,15
Fun Lovin’ Criminals,2.45891e-05,14
Kagwe,2.45694e-05,5
P.M. Dawn,2.45073e-05,19
Simon Livingstone,2.44316e-05,2
Michael Marshall,2.44063e-05,5
Nick Robinson,2.43406e-05,1
The Legendary Villain,2.42884e-05,3
R.E.A.L,2.4232e-05,11
Black Eyed Peas,2.39131e-05,29
Aura Qualic,2.38796e-05,4
DJ Earl-e,2.36979e-05,2
Faithless,2.36597e-05,22
Missy Elliott,2.35713e-05,16
DEV,2.35552e-05,3
Osublu,2.35083e-05,5
Block & Crown,2.34753e-05,5
Rabbit in the Moon,2.34552e-05,4
Bomb the Bass,2.34468e-05,7
NepTenn,2.34201e-05,5
Niko+,2.3307e-05,2
Apathy,2.3249e-05,8
user-177606669,2.31666e-05,4
Foozogz,2.31433e-05,7
Duality,2.31251e-05,19
Frail Limb Purity,2.31085e-05,3
Oobie,2.30808e-05,3
Gaston,2.30477e-05,4
Mala,2.30352e-05,3
Ian White,2.30138e-05,78
大谷智哉,2.28842e-05,2
gauss,2.28835e-05,2
Liquid Soul,2.28496e-05,2
GRK,2.28346e-05,2
LIUFO,2.28335e-05,1
Late Replies,2.28335e-05,1
Shae Fields,2.28335e-05,1
Tha Dogg Pound,2.28335e-05,1
Koxie,2.28335e-05,1
HUGEL,2.28335e-05,1
King Lil G,2.28335e-05,1
Epik High,2.28335e-05,1
P.Y.T.,2.28335e-05,1
Nimo,2.28335e-05,1
Eric Prydz,2.27434e-05,4
Daniel Bortz,2.27085e-05,5
Wendy Milan,2.26822e-05,2
Chingo Bling,2.26779e-05,2
Tiga,2.26779e-05,2
Trevor Something,2.26776e-05,12
Gucci Mane,2.26275e-05,7
dev,2.26156e-05,10
No Ease,2.26013e-05,1
SQUARE ENIX MUSIC,2.25885e-05,5
Giffari Rifki,2.25858e-05,1
ASTRO☆PUP,2.25834e-05,2
Zedd,2.25792e-05,5
Goldfrapp,2.25666e-05,1
SWIRF,2.25666e-05,1
LYNY,2.25666e-05,1
Paul Cronin,2.24865e-05,1
Jazzy Jeff,2.24865e-05,1
oshi,2.24865e-05,1
666,2.24865e-05,1
Ruback,2.24865e-05,1
Joolz,2.24865e-05,1
Sean Kingston,2.24823e-05,5
HandBraJeans,2.2456e-05,3
Kent Axell,2.24542e-05,1
Majestic 12,2.22967e-05,13
FROMTHEHEART,2.2293e-05,4
Ayano☆ＵＬＴＲＡ,2.22301e-05,6
Glenn Underground,2.21498e-05,8
Three 6 Mafia,2.20745e-05,7
Meme Machine MKII,2.2046e-05,7
KH,2.20182e-05,2
Erasure,2.19496e-05,5
DJ br0dy,2.19267e-05,3
Funktimizer,2.19122e-05,3
Die Antwoord,2.18951e-05,6
目黒将司,2.18698e-05,29
The Legion of Doom,2.1858e-05,28
49ers,2.17655e-05,19
TCB,2.17561e-05,4
Sim Gretina,2.17543e-05,4
Budzy,2.17525e-05,2
Kreühn Pöny,2.17525e-05,2
phem,2.17074e-05,2
Zeds Dead,2.16862e-05,14
Playboi Carti,2.16675e-05,5
DJ Mehdi,2.1649e-05,7
DJ French Bloke,2.16373e-05,2
Geroyche,2.16359e-05,2
Josh Levi,2.1617e-05,1
Nii Co.,2.16146e-05,3
digboy,2.15806e-05,2
WAGDUG FUTURISTIC UNITY,2.15806e-05,2
Mr. Moustache,2.15797e-05,1
Simian,2.15797e-05,1
NegaRen,2.15797e-05,1
Aidan Swank,2.15797e-05,1
Fabetsol,2.15797e-05,1
Bexxie,2.15797e-05,1
Dark Arkade,2.1561e-05,16
Source Direct,2.15538e-05,3
Aphex Twin,2.15487e-05,7
David Cummings,2.15113e-05,2
Ludacris,2.14619e-05,20
Louis the Child,2.11996e-05,1
Funky Belek,2.11822e-05,2
Nightmares on Wax,2.11699e-05,17
Biz Markie,2.11535e-05,10
Warp Brothers,2.11267e-05,1
Choci,2.11267e-05,1
Mandragora,2.11267e-05,1
Neophyte,2.11267e-05,1
Oliver Tree,2.11267e-05,1
Balloon,2.11267e-05,1
k‐os,2.10536e-05,9
N‐Trance,2.104e-05,7
MC Solaar,2.10295e-05,15
Placebo,2.09299e-05,3
George Michael,2.09174e-05,8
Tone‐Lōc,2.08643e-05,6
KIDNAMEDFINGER,2.08556e-05,5
Q‐Tip,2.08266e-05,7
Classified,2.07788e-05,4
Corcovado Frequency,2.06834e-05,2
mirai,2.06755e-05,4
OPM,2.06477e-05,8
Clipse,2.05812e-05,4
Ethan64Music,2.05023e-05,2
Ecco2K,2.04829e-05,4
LOLI-LECTRO,2.04427e-05,3
dssctveself,2.04419e-05,2
