corridor_deriv_draws_from_source,weight
mashcore → pop,11
melodic trance → electronic,11
melodic trance → trance,11
neo soul → disco,11
neo soul → soul,11
euro house → pop,11
trip hop → downtempo,11
christian rock → rock,11
swamp pop → rock,11
amapiano → acid jazz,11
deconstructed club → bubblegum bass,11
vaporwave → experimental,11
lo-fi hip hop → boom bap,11
outsider house → pop,11
cyber metal → industrial metal,11
ambient → breaks,10
ambient → acoustic rock,10
electronic → reggaeton,10
electronic → nu metal,10
electronic → goa trance,10
electronic → gothic rock,10
electronic → gabber,10
electronic → vaporwave,10
electronic → trap,10
electronic → j-core,10
electronic → children's music,10
hip hop → nu metal,10
hip hop → bossa nova,10
hip hop → jazz rock,10
hip hop → grime,10
rock → ballad,10
rock → funk,10
drum and bass → breakcore,10
drum and bass → brostep,10
pop rock → hard rock,10
pop rock → classic rock,10
pop → easy listening,10
pop → punk,10
house → club,10
house → downtempo,10
house → country,10
house → electronica,10
house → jazz,10
house → trance,10
experimental → indie rock,10
experimental → alternative metal,10
electro → aggrotech,10
electro → acid house,10
electro → acid techno,10
dance → trip hop,10
dance → k-pop,10
dance → blues,10
dance → vocal trance,10
techno → breakbeat,10
edm → electropop,10
club → disco,10
electro house → festival progressive house,10
electro house → big room house,10
dubstep → contemporary r&b,10
dubstep → jungle,10
classical → hip hop,10
country → contemporary country,10
death metal → gothic metal,10
deep house → hip hop,10
gangsta rap → electronic,10
bass house → tech house,10
k-pop → ballad,10
contemporary r&b → alternative rock,10
darksynth → acid house,10
big beat → ambient,10
big beat → jazz,10
alternative rock → j-pop,10
alternative rock → gothic metal,10
alternative rock → progressive rock,10
bossa nova → country,10
funk → contemporary r&b,10
alternative pop → indie pop,10
alternative pop → dance-pop,10
breakcore → hyperpop,10
breakcore → hardcore breaks,10
breakcore → cloud rap,10
ballad → kayōkyoku,10
electronica → hip hop,10
trance → festival progressive house,10
trance → big room trance,10
downtempo → soul,10
downtempo → electro,10
downtempo → trance,10
art rock → jazz,10
heavy metal → alternative metal,10
dub techno → deep house,10
synth-pop → electropop,10
psychedelic rock → rock,10
breakbeat → indie rock,10
breakbeat → reggae,10
dirty south → crunk,10
jungle → breakcore,10
idm → dubstep,10
acid jazz → easy listening,10
acid jazz → funk,10
future bass → electropop,10
electronic rock → experimental,10
metal → post-rock,10
metal → alternative rock,10
metal → rock,10
rockabilly → country,10
dariacore → nu metal,10
europop → dance-pop,10
easy listening → jazz,10
festival progressive house → electro house,10
avant-garde → electronic,10
instrumental → electronic,10
instrumental → blues,10
drumstep → electronic,10
plunderphonics → ambient,10
plunderphonics → electropop,10
plunderphonics → pop rock,10
plunderphonics → breaks,10
brostep → electronic,10
singer-songwriter → alternative rock,10
mashcore → speedcore,10
sound collage → indie rock,10
sound collage → experimental,10
indie folk → rock,10
barber beats → drum and bass,10
uptempo hardcore → electronic,10
euro house → dance,10
swamp pop → new orleans r&b,10
noise → pop,10
noise → electronic,10
noise → rock,10
deconstructed club → electronic,10
americana → funk,10
cumbia → pop,10
hard trance → electronic,10
nightcore → hip hop,10
chopped and screwed → hip hop,10
ambient → big beat,9
ambient → soul,9
ambient → electropop,9
ambient → dream pop,9
ambient → classical crossover,9
ambient → ballad,9
electronic → conscious hip hop,9
electronic → chanson française,9
electronic → synthwave,9
electronic → halftime,9
electronic → power metal,9
electronic → christian hip hop,9
electronic → soft rock,9
hip hop → synth-pop,9
hip hop → boogie,9
rock → arena rock,9
rock → ambient,9
rock → rockabilly,9
rock → avant-garde,9
drum and bass → electro house,9
drum and bass → new wave,9
drum and bass → atmospheric drum and bass,9
blues → soul,9
pop rock → j-rock,9
pop → ambient,9
pop → swamp pop,9
pop → bubblegum bass,9
pop → east coast hip hop,9
disco → ambient,9
disco → deep house,9
house → contemporary r&b,9
experimental → acid rock,9
experimental → hardcore hip hop,9
experimental → contemporary r&b,9
electro → funk,9
electro → breakbeat,9
eurobeat → ballad,9
eurobeat → electro house,9
dance → classical,9
dance → pop rap,9
dance → latin,9
dance → acid jazz,9
dance → alternative dance,9
breaks → comedy,9
breaks → soul,9
chanson française → indie pop,9
2-step → pop,9
alternative r&b → electronic,9
alternative r&b → pop rap,9
emo → math rock,9
electro house → electro-disco,9
electro house → deep house,9
electro house → rock,9
electro house → downtempo,9
dubstep → dancehall,9
classical → ballet,9
hard rock → blues rock,9
country → rockabilly,9
deep house → funk,9
alternative dance → pop,9
indie rock → synth-pop,9
indie rock → hip hop,9
contemporary r&b → new wave,9
comedy → dance-pop,9
comedy → house,9
comedy → punk,9
darksynth → experimental,9
alternative rock → britpop,9
alternative rock → metal,9
alternative rock → experimental,9
alternative rock → blues,9
alternative rock → funk metal,9
alternative rock → folk rock,9
ebm → edm,9
bossa nova → electronic,9
jazz → musical,9
jazz → contemporary folk,9
dance-pop → ballad,9
dance-pop → synth-pop,9
breakcore → ballad,9
industrial → rock,9
folk rock → pop rock,9
latin → latin pop,9
trance → dance-pop,9
trance → ambient,9
folk → indie pop,9
folk → alternative rock,9
downtempo → funk,9
progressive metal → rock,9
progressive metal → heavy metal,9
black metal → grindcore,9
pop punk → rock,9
synth-pop → alternative rock,9
acid house → disco,9
acid house → electro,9
idol kayō → electronic,9
krautrock → rock,9
boom bap → pop,9
non-music → pop,9
breakbeat → pop rock,9
breakbeat → deep house,9
breakbeat → boogie,9
breakbeat → jazz,9
breakbeat → techno,9
breakbeat → indie pop,9
atmospheric drum and bass → ambient,9
punk → pop rock,9
happy hardcore → dance,9
alternative metal → industrial,9
bassline → 2-step,9
bassline → dance,9
acid techno → chiptune,9
east coast hip hop → jazz,9
alternative hip hop → electronic,9
baltimore club → electronic,9
acid jazz → pop,9
metal → metalcore,9
metal → alternative metal,9
rap rock → alternative rock,9
dariacore → indie rock,9
nu metal → metal,9
gothic metal → death metal,9
gothic metal → rock,9
christian hip hop → contemporary christian,9
industrial rock → alternative rock,9
garage rock → classic rock,9
garage rock → pop,9
plunderphonics → nu metal,9
brostep → electro house,9
new age → electronic,9
sound collage → post-rock,9
funky house → electronic,9
power metal → metal,9
bachata → latin,9
dream pop → art pop,9
classical crossover → ambient,9
italo dance → electro,9
teen pop → pop,9
hard bop → jazz,9
city pop → electronic,9
nightcore → cloud rap,9
futurepop → electronic,9
progressive → hard rock,9
new jack swing → pop,9
footwork → electronic,9
trap latino → latin,9
jersey club → breakcore,9
ambient → atmospheric drum and bass,8
ambient → metalcore,8
electronic → alternative punk,8
electronic → alternative hip hop,8
electronic → acoustic rock,8
electronic → cinematic classical,8
electronic → boom bap,8
electronic → krautrock,8
electronic → drone,8
electronic → uk garage,8
electronic → acid techno,8
electronic → production music,8
hip hop → acid jazz,8
hip hop → non-music,8
rock → christian rock,8
rock → death metal,8
rock → indie pop,8
rock → nu metal,8
drum and bass → alternative metal,8
drum and bass → trance,8
blues → electronic,8
blues → blues rock,8
pop rock → punk,8
pop → contemporary christian,8
disco → alternative pop,8
disco → pop rock,8
disco → ballad,8
house → r&b,8
house → reggae,8
house → funk,8
experimental → breaks,8
experimental → pop rock,8
experimental → soul,8
experimental → breakcore,8
experimental → drone,8
experimental → new wave,8
experimental → dark ambient,8
experimental → comedy,8
experimental → folk,8
electro → shoegaze,8
electro → electropop,8
electro → metal,8
j-pop → pop rock,8
j-pop → dance-pop,8
dance → chillwave,8
dance → bitpop,8
dance → glitch hop,8
dance → pop rock,8
breaks → electro house,8
breaks → drumfunk,8
reggae → rock,8
reggae → dub,8
dancefloor drum and bass → electronic,8
chanson française → pop,8
techno → electro,8
techno → deep house,8
emo → pop,8
r&b → jazz,8
edm → acoustic rock,8
electro house → ambient,8
electro house → electropop,8
dubstep → industrial,8
country → ballad,8
deep house → dubstep,8
gangsta rap → rock,8
alternative dance → synth-pop,8
bass house → deep house,8
bass house → electro house,8
complextro → dance,8
dub → dancehall,8
progressive house → big room house,8
progressive house → melodic dubstep,8
contemporary r&b → rock,8
comedy → new wave,8
darksynth → electronic,8
hardstyle → dance,8
big beat → electro,8
big beat → alternative rock,8
big beat → funk,8
alternative rock → post-hardcore,8
alternative rock → dance-pop,8
alternative rock → j-rock,8
alternative rock → electropop,8
ebm → doom metal,8
jazz → classical,8
soft rock → pop,8
alternative pop → indie rock,8
dance-pop → reggaeton,8
dance-pop → dark electro,8
breakcore → j-rock,8
breakcore → dancehall,8
breakcore → electropop,8
breakcore → classical,8
big band → jazz,8
industrial → gothic rock,8
industrial → dark wave,8
latin → ballad,8
latin → dance,8
ballad → breakcore,8
trance → synthwave,8
folk → ballad,8
